0,0
0,0
0,0
0,33333
0,33333
0,33333
0,66666
0,66666
0,66666
0,100000
0,100000
0,100000
0,133333
0,133333
0,133333
0,166666
0,166666
0,166666
0,200000
0,200000
0,200000
0,233333
0,233333
0,233333
0,266666
0,266666
0,266666
0,300000
0,300000
0,300000
0,333333
0,333333
0,333333
0,366666
0,366666
0,366666
0,400000
0,400000
0,400000
0,433333
0,433333
0,433333
0,466666
0,466666
0,466666
0,500000
0,500000
0,500000
0,533333
0,533333
0,533333
0,566666
0,566666
0,566666
0,600000
0,600000
0,600000
0,633333
0,633333
0,633333
0,666666
0,666666
0,666666
0,700000
0,700000
0,700000
0,733333
0,733333
0,733333
0,766666
0,766666
0,766666
0,800000
0,800000
0,800000
0,833333
0,833333
0,833333
0,866666
0,866666
0,866666
0,900000
0,900000
0,900000
0,933333
0,933333
0,933333
0,966666
0,966666
0,966666
0,1000000
0,1000000
0,1000000
0,1033333
0,1033333
0,1033333
0,1066666
0,1066666
0,1066666
0,1100000
0,1100000
0,1100000
0,1133333
0,1133333
0,1133333
0,1166666
0,1166666
0,1166666
0,1200000
0,1200000
0,1200000
0,1233333
0,1233333
0,1233333
0,1266666
0,1266666
0,1266666
0,1300000
0,1300000
0,1300000
0,1333333
0,1333333
0,1333333
0,1366666
0,1366666
0,1366666
0,1400000
0,1400000
0,1400000
0,1433333
0,1433333
0,1433333
0,1466666
0,1466666
0,1466666
0,1500000
0,1500000
0,1500000
0,1533333
0,1533333
0,1533333
0,1566666
0,1566666
0,1566666
0,1600000
0,1600000
0,1600000
0,1633333
0,1633333
0,1633333
0,1666666
0,1666666
0,1666666
0,1700000
0,1700000
0,1700000
0,1733333
0,1733333
0,1733333
0,1766666
0,1766666
0,1766666
0,1800000
0,1800000
0,1800000
0,1833333
0,1833333
0,1833333
0,1866666
0,1866666
0,1866666
0,1900000
0,1900000
0,1900000
0,1933333
0,1933333
0,1933333
0,1966666
0,1966666
0,1966666
0,2000000
0,2000000
0,2000000
0,2033333
0,2033333
0,2033333
0,2066666
0,2066666
0,2066666
0,2100000
0,2100000
0,2100000
0,2133333
0,2133333
0,2133333
0,2166666
0,2166666
0,2166666
0,2200000
0,2200000
0,2200000
0,2233333
0,2233333
0,2233333
0,2266666
0,2266666
0,2266666
0,2300000
0,2300000
0,2300000
0,2333333
0,2333333
0,2333333
0,2366666
0,2366666
0,2366666
0,2400000
0,2400000
0,2400000
0,2433333
0,2433333
0,2433333
0,2466666
0,2466666
0,2466666
0,2500000
0,2500000
0,2500000
0,2533333
0,2533333
0,2533333
0,2566666
0,2566666
0,2566666
0,2600000
0,2600000
0,2600000
0,2633333
0,2633333
0,2633333
0,2666666
